Nombre Propiedad,Precio,Dormitorios,Baños,Metros Cuadrados,Dirección
Edificio Gamero Vista Sur Piso 2,$276.000,1 dormitorio,1 baño,30 m² útiles,"Gamero 1541, Hospitales, Independe..."
Edificio Gaspar De Orense (1 Est.) Vista Nororiente Piso 12,$350.000,2 dormitorios,1 baño,40 m² útiles,"Gaspar De Orense 897, Blanqueado, ..."
Edificio Eyzaguirre Vista Poniente Piso 19,$245.000,1 dormitorio,1 baño,18 m² útiles,"Eyzaguirre 766, San Diego, Santiago"
Edificio Conde Del Maule (1 Bod.) Vista Poniente Piso 9,$310.000,2 dormitorios,1 baño,40 m² útiles,"Conde Del Maule 4106, San Alberto ..."
Edificio Chiloé Vista Sur Piso 4,$300.000,1 dormitorio,1 baño,31 m² útiles,"Chiloé 1951, Franklin - Biobío, Sa..."
Edificio Blanco Garcés Vista Surponiente Piso 7,$230.000,1 dormitorio,1 baño,31 m² útiles,"Blanco Garcés 154, San Alberto Hur..."
Edificio Gamero Vista Sur Piso 4,$250.000,1 dormitorio,1 baño,29 m² útiles,"Gamero 1541, Hospitales, Independe..."
Edificio Eyzaguirre Piso 14,$310.000,1 dormitorio,1 baño,No disponible,"Eyzaguirre 766, San Diego, Santiago"
Edificio María Rozas Velásquez Vista Norte Piso 27,$265.000,1 dormitorio,1 baño,29 m² útiles,"María Rozas Velásquez 55, Metro La..."
Edificio Coronel Souper Vista Poniente Piso 28,$180.000,1 dormitorio,1 baño,21 m² útiles,"Coronel Souper 4060, San Alberto H..."
Edificio Coronel Godoy Piso 11,$210.000,1 dormitorio,1 baño,No disponible,"Coronel Godoy 0128, San Alberto Hu..."
Edificio Gral. Bulnes (1 Est.) Vista Poniente Piso 2,$250.000,1 dormitorio,1 baño,22 m² útiles,"Gral. Bulnes 158, Barrio Yungay, S..."
Edificio Av. María (1 Bod.) Vista Sur Piso 8,$290.000,1 dormitorio,1 baño,30 m² útiles,"Av. María 6415, Lo Ovalle, La Cist..."
Edificio General Mackenna Vista Norte Piso 10,$330.000,1 dormitorio,1 baño,29 m² útiles,"General Mackenna 1490, Centro Hist..."
Edificio Sta. Petronila Vista Poniente Piso 26,$230.000,1 dormitorio,1 baño,27 m² útiles,"Sta. Petronila 32, Metro Las Rejas..."
Edificio San Francisco Vista Sur Piso 16,$270.000,1 dormitorio,1 baño,27 m² útiles,"San Francisco 294, Bulnes, Santiago"
Edificio Carmen (1 Est.) Vista Norte Piso 10,$315.000,1 dormitorio,1 baño,28 m² útiles,"Carmen 1153, Bogotá - Sierra Bella..."
Departamento En Arriendo De 4 Dorm. En Las Condes,UF32,4 dormitorios,3 baños,130 m² útiles,"Colón, Sebastián Elcano, Las Condes"
"Se Arrienda 1d+1b, Depto Stgo Centro (55766)",$310.000,1 dormitorio,1 baño,30 m² útiles,"Arrienda Depto 1d+1b, Yungay, Stgo..."
Edificio Tarapaca Vista Norte Piso 29,$295.000,1 dormitorio,1 baño,30 m² útiles,"Tarapaca 1331, Bulnes, Santiago"
Edificio Vicente Zorrilla (1 Est.) Vista Sur Piso 4,$490.000,3 dormitorios,2 baños,61 m² útiles,"Vicente Zorrilla 100, La Serena"
Arrendamos Departamento Vista Al Mar 2d2b En Puerto Montt,UF19,2 dormitorios,2 baños,70 m² útiles,"Condominio Terramar,pelluco, Puert..."
"Departamento Nuevo, Vasco De Gama / Vespucio, Las Condes",$1.450.000,2 dormitorios,2 baños,91 m² útiles,"Vasco De Gama / Vespucio - Nuevo, ..."
Depto Mariposa 2dorm 2baños + Estacionamiento  Y Bod,$329.000,2 dormitorios,2 baños,55 m² útiles,"Conde Del Maule 4630, Metro Ecuado..."
"Depto 3d/2b, Metro Santa Lucía",$344.000,3 dormitorios,2 baños,55 m² útiles,"San Isidro 250, Santiago, Santa Is..."
"Depto 1d/1b, 2 Estacionamientos, 1 Bodega, Lo Barnechea",$775.000,1 dormitorio,1 baño,50 m² útiles,"Av. Las Condes 12810, Puente Nuevo..."
"Amplio Depto 2d/2b, 80 M2, Con Estacionamiento",$530.000,2 dormitorios,2 baños,70 m² útiles,"Avenida Camilo Henríquez 9500, Pue..."
"Departamento 1d/1b, Apóstol Santiago 32.",$290.000,1 dormitorio,1 baño,35 m² útiles,"Av. Apóstol Santiago 32, San Alber..."
"Arrienda Exclusivo Dep. El Golf. 5 Dorm, 5 Baños, 3 Estac.",UF100,5 dormitorios,5 baños,240 m² útiles,"Pdte. Riesco 4211, Metro Escuela M..."
Lindo Departamento En Las Condes!!,$950.000,2 dormitorios,2 baños,60 m² útiles,"Lo Fontecilla 1 - 300, Estoril, La..."
Metro San Alberto Hurtado 1d1b+ Bdga,$220.000,1 dormitorio,1 baño,28 m² útiles,"Conde Del Maule 4325, San Alberto ..."
Los Quillayes 2 Dorm Y Estacionamiento [id: W4264],$410.000,2 dormitorios,2 baños,48 m² útiles,"Avenida Diego Portales 817, Los Qu..."
Parque Arauco/2 Dormitorios/2 Baños/amplia Terraza,$1.100.000,2 dormitorios,2 baños,80 m² útiles,"Av. Pdte. Kennedy 593, 7.5603e+06 ..."
Oportunidad Unica En Santiago Centro! [id: W10286],$379.000,2 dormitorios,2 baños,65 m² útiles,"San Isidro 639, Barrio Diez De Jul..."
Oportunidad Unica En Maipu [id: W10304],$550.000,3 dormitorios,2 baños,54 m² útiles,"Gabriel González Videla 2936, Nuev..."
Depto. 1d + 1b En Santiago [id: W10033],$280.000,1 dormitorio,1 baño,36 m² útiles,"Eleuterio Ramírez 1443, Parque Alm..."
¡dtco! Depto. 1d + 1b En Huechuraba [id: W10326],$370.000,1 dormitorio,1 baño,32 m² útiles,"Avenida Los Libertadores 6170, Los..."
Departamento Arriendo Ñuñoa 3 Dormitorios Sin Comisión!!,UF47,3 dormitorios,2 baños,89 m² útiles,"Antonio Varas, Metro Monseñor Eyza..."
Nuevo Home Estudio. Promoción 50% Dcto. Primer Mes. Yb,$217.800,1 dormitorio,1 baño,20 m² útiles,"General Amengual 0148, Metro Ecuad..."
Departamento Arriendo Sanmiguel 3dormitorios Estacionamiento,$670.000,3 dormitorios,2 baños,73 m² útiles,"Segunda Avenida 1230, Ciudad Del N..."
"Depto. 3 Dormitorios En La Florida, Ideal Para Tu Familia",$650.000,2 dormitorios,2 baños,58 m² útiles,"Alonso De Ercilla 8400 - 8700, La ..."
Depto En Santiago 1d1b. 50% Dcto Primer Mes!,$270.000,1 dormitorio,1 baño,30 m² útiles,"Lord Cochrane 209, Bulnes, Santiago"
Excelente Departamento 3 Habitaciones.,$400.000,3 dormitorios,1 baño,55 m² útiles,"San Ignacio De Loyola 902, Parque ..."
,$1.240.000,4 dormitorios,4 baños,257 m² útiles,Gran Departamento En Barrio Orient...
Departamento 1d1b. 50% Dcto Primer Mes.,$290.000,1 dormitorio,1 baño,32 m² útiles,"Thompson 4225, Estación Central, S..."
Depto 1 Dorm 1 Baño. Est. Central. 50% Dcto X Primer Mes,$260.000,1 dormitorio,1 baño,37 m² útiles,"Coronel Souper 4250, San Alberto H..."
Departamento Av Independencia. Piso 24. Vista Poniente,$271.000,1 dormitorio,1 baño,26 m² totales,"Independencia 560, Independencia, ..."
Estudio.  Gratis Primer Mes De Arriendo.  X L,$258.318,1 dormitorio,1 baño,24 m² útiles,"Carmen 600 - 900, Barrio Diez De J..."
"Departamento 1d/1b, Calle Pudeto, La Florida.",$203.000,1 dormitorio,1 baño,30 m² útiles,"Calle Pudeto 6908, Santiago, La Fl..."
Fino Y Moderno. 3 Suites + Estar + Servicios. Vía Aurora,UF90,4 dormitorios,3 baños,309 m² útiles,"Vía Aurora 9000 - 9300, Vitacura, ..."
Espectacular Nuevo El Golf Tipo Mariposa Diseño Arq Cummins,UF69,2 dormitorios,3 baños,116 m² útiles,"Augusto Leguía Nte. 1 - 300, Barri..."
Tríplex I Gran Vista Despejada I Los Cobres I Impecable,UF70,3 dormitorios,3 baños,122 m² útiles,"Nuestra Señora Del Rosario, Vitacu..."
Santiago! Departamento 1d/1b Con Bodega En Zenteno.,$390.000,1 dormitorio,1 baño,39 m² útiles,"Zenteno 864, San Diego, Santiago"
"(adm) Arrienda Depto 1d-1b, San Miguel",$250.000,1 dormitorio,1 baño,35 m² útiles,"Álvarez De Toledo, San Miguel, Chi..."
Edificio Chacabuco Vista Poniente Piso 8,$250.000,1 dormitorio,1 baño,23 m² útiles,"Chacabuco 1120, Parque Los Reyes, ..."
Edificio Eyzaguirre Piso 5,$340.000,2 dormitorios,1 baño,No disponible,"Eyzaguirre 766, San Diego, Santiago"
"Abdón Cifuentes 150 - Departamento 2d2b(4c), Santiago",$456.402,2 dormitorios,2 baños,54 m² útiles,"Abdon Cifuentes 150, Santiago, Bar..."
"Morandé 924 - Departamento 2d2b(4c), Santiago",$410.631,2 dormitorios,2 baños,48 m² útiles,"Morandé 924, Centro Histórico De S..."
"Santa Rosa 237 - Departamento 1d1b, Santiago",$301.369,1 dormitorio,1 baño,34 m² útiles,"Santa Rosa 237, Santa Isabel, Sant..."
"Sara Del Campo 535 - Departamento 1d1b, Santiago",$384.448,1 dormitorio,1 baño,34 m² útiles,"Sara Del Campo 535, Santa Isabel, ..."
"José Domingo Cañas 445 - Departamento 1d1b, Ñuñoa",$516.509,1 dormitorio,1 baño,38 m² útiles,"José Domingo Cañas 445, Ñuñoa, Met..."
(adm) Arriendo Depto En Av. Santa María - 1d+1b,$290.000,1 dormitorio,1 baño,37 m² útiles,"Avenida Santa María 571, Recoleta,..."
"Dpto 1d,1b, Excelente Sector, Cercano A Metro Y Servicios.",$300.000,1 dormitorio,1 baño,31 m² útiles,"Zenteno 1276, Parque O'higgins, Sa..."
"Arriendo Dpto. En Lonco Oriente Concepción, ¡hermosa Vista!",$1.590.000,3 dormitorios,4 baños,165 m² útiles,"Lonco, Lonco, Chiguayante"
Departamento 1d/1b En Lord Cochrane,$320.000,1 dormitorio,1 baño,43 m² útiles,"Lord Cochrane 376, Parque Almagro,..."
Nuevo! Departamento A Estrenar 1d/1b La Cisterna. Sta. Elisa,$340.000,1 dormitorio,1 baño,32 m² útiles,"Sta. Elisa 460, La Cisterna, Lo Ov..."
Departamento 2d1b En San Isidro! Santiago,$320.000,2 dormitorios,1 baño,40 m² útiles,"Echaurren 118, Santiago, Chile, Ba..."
Departamento 2d/2b En Lord Cochrane,$390.000,2 dormitorios,2 baños,45 m² útiles,"Lord Cochrane 376, Parque Almagro,..."
Nuevo!! Depto 2d/2b En Zañartu. Ñuñoa Con Promoción 50%,$260.000,2 dormitorios,2 baños,52 m² útiles,"Zañartu 2075, Estadio Nacional, Ñu..."
Nuevo! Departamento En Ñuñoa 1d1b A Pasos Del Metro!,$480.000,1 dormitorio,1 baño,37 m² útiles,"Domingo Faustino Sarmiento 55, Met..."
Promoción 50% Departamento 1d/1b Con Bod. En Zañartu Ñuñoa,$195.000,1 dormitorio,1 baño,36 m² útiles,"Zañartu 2075, Estadio Nacional, Ñu..."
Departamento 1d Y 1b En Santa Victoria,$165.000,1 dormitorio,1 baño,34 m² útiles,"Santa Victoria 280, Santa Isabel, ..."
Exquisito Depto 4 Dorms Polo Golf/ Sta María Manquehue,UF80,4 dormitorios,4 baños,263 m² útiles,Exquisito Depto 4 Dorms Polo Golf/...
Departamento En Arriendo En Providencia,$790.000,1 dormitorio,1 baño,34 m² útiles,"Ricardo Lyon / Francisco Bilbao, I..."
"Se Arrienda Departamento 4d 4b Vista Al Mar, Condo. Mar Egeo",$1.200.000,4 dormitorios,4 baños,170 m² útiles,Av. Arturo Prat Chacón 1500 - 1800...
Amplio Y Luminoso Depto 2 Dorm. Sector Mall Sport,UF24,2 dormitorios,2 baños,75 m² útiles,Amplio Y Luminoso Depto 2 Dorms Se...
Espectacular Loft De 1 Dorm. Gran Con Terraza Exclusiva,UF50,1 dormitorio,1 baño,101 m² útiles,Espectacular Loft De 1 Dormitorio ...
"Metro Ñuble, Diagonal Vicuña Mackenna",$380.000,2 dormitorios,1 baño,42 m² útiles,Diagonal Vicuña Mackenna 1800 - 21...
Huerfanos Esquina Hmos Amunategui,$390.000,2 dormitorios,2 baños,50 m² útiles,"Huérfanos 1373, Centro Histórico D..."
Arriendo Departamento 3 Dormitorio Sector Av Alemania Temuco,$790.000,3 dormitorios,3 baños,120 m² útiles,"Avenida Alemania, Estadio Germán B..."
Edificio Av. Pedro Nolasco Videla Vista Nororiente Piso 6,$295.000,1 dormitorio,1 baño,36 m² útiles,"Av. Pedro Nolasco Videla 810, Cent..."
Amplio Dpto Amoblado P. De Valdivia 3d|3b| 2 Estac + Bodega.,$1.800.000,3 dormitorios,3 baños,150 m² útiles,"Los Estanques 1800 - 2100, Pedro D..."
M. Toesca | 1d | 1b | Bodega | 38 M2 | Terraza | Oriente,$340.000,1 dormitorio,1 baño,35 m² útiles,"José Miguel Carrera 300 - 600, Ejé..."
"Departamento 1d/1b, Vicuña Mackenna, Ñuñoa.",$310.000,1 dormitorio,1 baño,35 m² útiles,"Avenida Vicuña Mackenna 1433, Bogo..."
Dpto Estrenar 1d+1b Estación Central| Metro Ecuador,$260.000,1 dormitorio,1 baño,32 m² útiles,"Conde Del Maule 4589, Metro Ecuado..."
"Departamento Arriendo , Av. Vitacura, Vitacura",UF42,2 dormitorios,3 baños,108 m² útiles,"Av Vitacura 3300 - 3600, Parque Bi..."
Nuevo Dpto 2d 2b | Semi Amoblado Departamento En Arriendo,$1.545.970,2 dormitorios,2 baños,71 m² útiles,"Málaga 279, 7.5501e+06 - 7.5504e+0..."
Maravillosa Vista / Camino La Cumbre / B Park El Durazno,UF34,3 dormitorios,2 baños,90 m² útiles,"Cam. La Cumbre 3900 - 4200, La Deh..."
Depto 3 Dorm. Independencia Con 50% X El Primer Mes,$410.000,3 dormitorios,1 baño,48 m² útiles,"Nueva Andrés Bello 1826, Juan Anto..."
1d1b Promoción Gratis Primer Mes. 50% Dscto 2° Y 3° Mes. Ad,$268.613,1 dormitorio,1 baño,34 m² útiles,"Carmen 668, Santiago, Chile, Barri..."
Departamento En Edificio Avant Garde,$550.000,2 dormitorios,2 baños,58 m² útiles,"Ejército 381, Centro De Puerto Mon..."
Depto. En Edificio Amalfi Talca (piso 11),$370.000,2 dormitorios,2 baños,52 m² útiles,"Av. Dos Sur 1285, 3461706 Talca, M..."
Excelente Departamento Duplex Amoblado Sector El Golf,US$7.927,3 dormitorios,2 baños,220 m² útiles,"El Golf, Barrio El Golf, Las Condes"
"Juan Mitjans 105 - Departamento 2d1b, Macul",$458.334,2 dormitorios,1 baño,53 m² útiles,"Juan Mitjans 105, Metro Rodrigo De..."
"Santo Domingo 3251 - Departamento 2d2b(4c), Santiago",$409.774,2 dormitorios,2 baños,58 m² útiles,"Santo Domingo 3251, Barrio Yungay,..."
"Santo Domingo 3251 - Departamento 2d1b, Santiago",$415.014,1 dormitorio,1 baño,57 m² útiles,"Santo Domingo 3251, Barrio Yungay,..."
"Jose Ureta 180 - Departamento 1d1b, La Cisterna",$313.064,1 dormitorio,1 baño,35 m² útiles,"Jose Ureta 180, Lo Ovalle, La Cist..."
"Abdón Cifuentes 150 - Departamento 1d1b, Santiago",$317.355,1 dormitorio,1 baño,38 m² útiles,"Abdon Cifuentes 150, Santiago, Bar..."
"Santa Elena 2120 - Departamento 2d2b, San Joaquín",$450.630,2 dormitorios,1 baño,54 m² útiles,"Santa Elena 2120, Bogotá - Sierra ..."
"Santa Elena 2120 - Departamento 2d2b (cs), San Joaquín",$541.539,2 dormitorios,1 baño,66 m² útiles,"Santa Elena 2120, Bogotá - Sierra ..."
"Tocornal 661 - Departamento 2d2b(4c), Santiago",$481.842,2 dormitorios,2 baños,54 m² útiles,"Calle Manuel Antonio Tocornal 661,..."
"Maule 150 - Departamento 1d1b, Santiago",$317.659,1 dormitorio,1 baño,29 m² útiles,"Maule 150, Bogotá - Sierra Bella, ..."
Departamento Arriendo Providencia Hernando De Aguirre Metro,UF42,3 dormitorios,3 baños,188 m² útiles,"Hernando De Aguirre - Pio X, Metro..."
"Pedro Alarcón 932 - Departamento Studio, San Miguel",$314.925,1 dormitorio,1 baño,29 m² útiles,"Pedro Alarcón 932, El Llano, San M..."
"Paso El Roble 50 - Departamento 2d2b(4c), La Florida",$444.631,2 dormitorios,2 baños,50 m² útiles,"Paso El Roble 50, La Florida, Plaz..."
"Depto Se Arrienda,  3 D, 2 B + Servicios , Metro P Valdivia",$980.000,3 dormitorios,2 baños,97 m² útiles,"Monseñor Félix Cabrera 14, Pedro D..."
"San Isidro - Departamento 2d1b(4c), Santiago",$330.720,2 dormitorios,1 baño,53 m² útiles,"Sargento Aldea 582, Bogotá - Sierr..."
Arriendo Dpto 4d Y 3b/ Ntra Sra Del Rosario/ Cerro El Plomo,UF42,4 dormitorios,3 baños,106 m² útiles,Nuestra Señora Del Rosario / Cerro...
Arriendo Depto 3d-2b 2 Parking Y Bodega Amplia En Vitacura,UF45,3 dormitorios,2 baños,146 m² útiles,"Camino El Parque 100, Tabancura, V..."
Amplio Departamento De 1 Dormitorio En Barrio Italia,$630.000,1 dormitorio,1 baño,44 m² útiles,"Condell 1166, Providencia, Chile, ..."
Oportunidad!! Arriendo De Departamento,$550.000,3 dormitorios,2 baños,62 m² útiles,"Av. Brasil 875, Parque Los Reyes, ..."
Se Arrienda Departamento 2 Dormitorios 1 Baño Amoblado,$500.000,2 dormitorios,1 baño,55 m² útiles,"Gorbea 2203, Barrio República, San..."
Departamento 2 Dormitorios + Estacionamiento Subt. + Terraza,$415.000,2 dormitorios,1 baño,49 m² útiles,"Rosas 2599, Barrio Yungay, Santiago"
"(adm) Arrienda Depto De 2d 1b. Balmaceda 2150, Stgo Centro",$320.000,2 dormitorios,1 baño,41 m² útiles,"Av. Pdte. Balmaceda 2150, Santiago..."
Precioso Y Gran Departamento La Dehesa Central.,UF30,2 dormitorios,2 baños,80 m² útiles,"Cam. Central 2100 - 2400, La Dehes..."
Edificio Manuel Jesús Rivera Vista Sur Piso 5,$370.000,2 dormitorios,1 baño,No disponible,"Manuel Jesús Rivera 100, San Juan,..."
Edificio Chiloé (1 Est. 1 Bod.) Vista Sur Piso 4,$300.000,1 dormitorio,1 baño,32 m² útiles,"Chiloé 1951, Franklin - Biobío, Sa..."
Edificio P Mackenna (1 Est.) Vista Norte Piso 11,$990.000,4 dormitorios,4 baños,132 m² útiles,"P Mackenna 798, Forestal, Viña Del..."
Amplio 55m Totales A 5 Min Del Metro.,$730.000,1 dormitorio,1 baño,45 m² útiles,Amplio Y Gran Terraza. Fray Angeli...
"Precioso Departamento En Arriendo C. Goyenechea, Vitacura.",UF50,3 dormitorios,3 baños,128 m² útiles,"Candelaria Goyenechea 4500 - 4800,..."
Edificio Diego Portales (1 Est. 1 Bod.) Vista Poniente Piso,$500.000,1 dormitorio,1 baño,82 m² útiles,"Diego Portales 449, Cerro Barón, V..."
Edificio Av. Perú Vista Oriente Piso 6,$349.000,1 dormitorio,1 baño,32 m² útiles,"Av. Perú 1268, Cementerios, Recole..."
Edificio Constantino Vista Sur Piso 6,$225.000,1 dormitorio,1 baño,26 m² útiles,"Constantino 141, San Alberto Hurta..."
Edificio Leonor Cepeda (1 Bod.) Piso 5,$280.000,1 dormitorio,1 baño,30 m² totales,"Leonor Cepeda 952, Hospitales, Ind..."
Edificio Rosas Vista Oriente Piso 3,$325.000,2 dormitorios,1 baño,43 m² útiles,"Rosas 2999, Barrio Yungay, Santiago"
Edificio Linares (1 Est. 1 Bod.) Vista Surponiente Piso 4,$860.000,1 dormitorio,2 baños,61 m² útiles,"Linares 1415, Manuel Montt, Provid..."
Edificio Eleuterio Ramirez Vista Poniente Piso 4,$288.000,1 dormitorio,1 baño,30 m² útiles,"Eleuterio Ramirez 1446, Parque Alm..."
Metro I.suárez/impecable/dorm Amplios/gtos Cnes Altos/bustos,$850.000,3 dormitorios,3 baños,110 m² útiles,"Bustos 2100 - 2400, Inés De Suárez..."
Metro Plaza Egaña,$495.000,1 dormitorio,1 baño,30 m² útiles,"Pl. Egaña 76, 7.7907e+06 - 7.791e+..."
"Departamento De 1 Dormitorio En San Isidro, Santiago Centro",$275.000,1 dormitorio,1 baño,35 m² útiles,"Santiago, Región Metropolitana, Ch..."
Nuevo!! Dpto. 3d/2b Consulta X Opción De Compra,UF31,3 dormitorios,2 baños,98 m² útiles,"Hamburgo, Ñuñoa, Región Metropolit..."
Depto Victoria Subercaseaux - Frente Cerro Santa Lucía,$320.000,1 dormitorio,1 baño,26 m² útiles,"Victoria Subercaseaux 91, Barrio L..."
"Departamento 3d/1b, Pedro León Ugalde, Quinta Normal.",$325.000,3 dormitorios,1 baño,62 m² útiles,"Pedro León Ugalde 864, Quinta Norm..."
"(adm) Depto Nuevo 2d2b Nuevo, Metro Manuel Montt",$780.000,2 dormitorios,2 baños,51 m² útiles,"Eliodoro Yáñez 1212, Providencia, ..."
"Departamento 1d/1b, Diagonal Santa Elena, San Joaquín.",$248.000,1 dormitorio,1 baño,35 m² útiles,"Diag. Sta. Elena 2857, Rodrigo De ..."
"Depto 1d/1b, Metro Parque Almagro, Santiago.",$295.000,1 dormitorio,1 baño,32 m² útiles,"Santa Isabel 920, Santiago, Chile,..."
"Departamento 1d/1b, Comuna De Santiago.",$260.000,1 dormitorio,1 baño,35 m² útiles,"San Diego 1344, Parque O'higgins, ..."
Metro Departamental 1d-1b Terraza Estacionamiento Bodega,$370.000,1 dormitorio,1 baño,38 m² útiles,"Primera Avenida 1336, Ciudad Del N..."
Arriendo Depto. 3d2b Sector San Eugenio,$680.000,3 dormitorios,2 baños,68 m² útiles,"San Eugenio 900 - 1200, Parque San..."
Impecable Departamento En Lindo Condominio,UF26,4 dormitorios,3 baños,97 m² útiles,"Avenida Tomás Moro 300 - 600, Metr..."
"1, 2 Dormitorios Y Una Gran Cancha De Basketball Providencia",$1.060.000,2 dormitorios,2 baños,55 m² útiles,"Pedro De Valdivia  2219, Inés De S..."
Departamento 1d 1b | Semi Amoblado,$843.680,1 dormitorio,1 baño,46 m² útiles,"Málaga 279, 7.5501e+06 - 7.5504e+0..."
Espectacular Y Amplio Depto. De 3d+3b+est Y Bod En Peñalolén,$1.300.000,3 dormitorios,3 baños,93 m² útiles,Av. Mariano Sánchez Fontecilla 135...
Arriendo Amplio Y Nuevo Dpto Rojas Magallanes,$580.000,3 dormitorios,2 baños,68 m² totales,"Sta. Victoria 9448, La Florida Alt..."
Se Arrienda! Depto. 2d+2b Y Estac. En Macul Como Nuevo!,$550.000,2 dormitorios,2 baños,62 m² útiles,"Luis Valenzuela Aris 3220, Macul, ..."
Departamento En Arriendo De 1 Dorm. En Estación Central,$260.000,1 dormitorio,1 baño,30 m² útiles,"General Velásquez Con Alameda, San..."
"Pte Balmaceda Con Maturana, 2 Dormitorios, 2 Baños",$380.000,2 dormitorios,2 baños,51 m² útiles,"Presidente Balmaceda 2100 - 2400, ..."
Bosques De La Pirámide Mariposa,$640.000,2 dormitorios,2 baños,52 m² útiles,"Rinconada El Salto 900 - 1200, Hue..."
Excelente Departamento Amoblado Sector Las Hualtatas,UF95,2 dormitorios,2 baños,130 m² útiles,"Las Hualtatas - Americo Vespucio, ..."
Departamento Semi Nuevo A Pasos Del Metro,$370.000,2 dormitorios,1 baño,41 m² útiles,"Sta. Clara 349, Lo Ovalle, La Cist..."
1d1b Promoción 50% De Descuento En Primeros 3 Meses!!er,$287.700,1 dormitorio,1 baño,32 m² útiles,"Escanilla 1035, Independencia, Chi..."
1d1b Gratis Primer Mes De Arriendo. 50% Dscto 2° Y 3° Mes.xl,$268.613,1 dormitorio,1 baño,34 m² útiles,"Carmen 600 - 900, Barrio Diez De J..."
1d1b Gratis Primer Mes De Arriendo. 50% Dscto 2° Y 3° Mes.al,$268.613,1 dormitorio,1 baño,34 m² útiles,"Carmen 600 - 900, Barrio Diez De J..."
